"","Player","...1","Tm.x","season17_18","Rk","Player.x","Pos","Age","Tm.y","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT.x","FTA","FT","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Pos.y","Age.y","Tm.y","G.y","GS.y","MP.y","FG.y","FGA.y","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT.y","FTA.y","FT%","ORB.y","DRB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","PTS.y"
"223","Kemba Walker","103","CHO",1.2e+07,452,"Kemba Walker\walkeke02","PG",26,"CHO",79,79,34.7,8.1,18.3,0.444,3,7.6,0.399,5.1,10.7,0.476,0.527,3.8,4.5,0.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2,"PG",26,"CHO",79,79,"34.7","44569","44638",".444","3.0","44719",".399","44566","44752",".476",".527","44776","44685",".847","0.6","44623","44807","44686","44562","0.3","44563","44682","44615"
"224","Kenneth Faried","93","DEN",12921348,129,"Kenneth Faried\farieke01","PF",27,"DEN",61,34,21.2,3.7,6.8,0.548,0,0.1,0,3.7,6.7,0.556,0.548,2.1,3.1,0.693,3,4.6,7.6,0.9,0.7,0.7,1,2,9.6,"PF",27,"DEN",61,34,"44613","44745","44779",".548","0.0","0.1",".000","44745","44748",".556",".548","44563","44564",".693","3.0","44716","44719","0.9","0.7","0.7","1.0","2.0","44721"
"225","Kent Bazemore","61","ATL",16910113,35,"Kent Bazemore\bazemke01","SF",27,"ATL",73,64,26.9,4,9.9,0.409,1.3,3.6,0.346,2.8,6.2,0.446,0.473,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11,"SF",27,"ATL",73,64,"44830","4.0","44813",".409","44621","44715",".346","44775","44598",".446",".473","44713","44622",".708","0.6","44683","44595","44653","44593","0.7","44743","44622","11.0"
"226","Kentavious Caldwell-Pope","55","LAL",17745894,69,"Kentavious Caldwell-Pope\caldwke01","SG",23,"DET",76,75,33.3,4.9,12.2,0.399,2,5.8,0.35,2.9,6.5,0.442,0.481,2,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,"SG",23,"DET",76,75,"33.3","44808","44604",".399","2.0","44778",".350","44806","44687",".442",".481","2.0","44653",".832","0.7","44683","44623","44683","44593","0.2","44562","44713","44786"
"227","Kevin Durant","16","GSW",2.5e+07,119,"Kevin Durant\duranke01","PF",28,"GSW",62,62,33.4,8.9,16.5,0.537,1.9,5,0.375,7,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,"PF",28,"GSW",62,62,"33.4","44812","44697",".537","44805","5.0",".375","7.0","44692",".608",".594","44656","44598",".875","0.6","44719","44628","44777","44562","44713","44594","44805","44586"
"228","Kevin Love","29","CLE",22642350,273,"Kevin Love\loveke01","PF",28,"CLE",60,60,31.4,6.2,14.5,0.427,2.4,6.5,0.373,3.8,8,0.471,0.51,4.3,4.9,0.871,2.5,8.6,11.1,1.9,0.9,0.4,2,2.1,19,"PF",28,"CLE",60,60,"31.4","44598","44695",".427","44653","44687",".373","44776","8.0",".471",".510","44624","44808",".871","44683","44720","44572","44805","0.9","0.4","2.0","44563","19.0"
"229","Kevon Looney","395","GSW",1471382,270,"Kevon Looney\looneke01","C",20,"GSW",53,4,8.4,1.1,2,0.523,0,0.2,0.222,1,1.8,0.551,0.533,0.4,0.6,0.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5,"C",20,"GSW",53,4,"44659","44562","2.0",".523","0.0","0.2",".222","1.0","44774",".551",".533","0.4","0.6",".618","0.8","44682","44622","0.5","0.3","0.3","0.3","44593","44683"
"230","Khris Middleton","82","MIL",14100000,301,"Khris Middleton\middlkh01","SF",25,"MIL",29,23,30.7,5.2,11.5,0.45,1.6,3.6,0.433,3.6,7.9,0.459,0.518,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,"SF",25,"MIL",29,23,"44772","44597","44692",".450","44713","44715",".433","44715","44811",".459",".518","44775","44595",".880","0.4","44807","44596","44654","44652","0.2","44594","44744","44756"
"231","Klay Thompson","53","GSW",17826150,428,"Klay Thompson\thompkl01","SG",26,"GSW",78,78,34,8.3,17.6,0.468,3.4,8.3,0.414,4.8,9.3,0.516,0.565,2.4,2.8,0.853,0.6,3,3.7,2.1,0.8,0.5,1.6,1.8,22.3,"SG",26,"GSW",78,78,"34.0","44628","44729",".468","44654","44628",".414","44777","44629",".516",".565","44653","44775",".853","0.6","3.0","44745","44563","0.8","0.5","44713","44774","44642"
"232","Kosta Koufos","140","SAC",8393000,249,"Kosta Koufos\koufoko01","C",27,"SAC",71,62,20,3,5.5,0.551,0,0,0,3,5.5,0.552,0.551,0.5,0.9,0.613,1.7,4,5.7,0.7,0.5,0.7,0.9,2.4,6.6,"C",27,"SAC",71,62,"20.0","3.0","44686",".551","0.0","0.0",".000","3.0","44686",".552",".551","0.5","0.9",".613","44743","4.0","44747","0.7","0.5","0.7","0.9","44653","44718"
"233","Kris Dunn","226","CHI",4046760,118,"Kris Dunn\dunnkr01","PG",22,"MIN",78,7,17.1,1.5,4,0.377,0.3,0.9,0.288,1.2,3.1,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1,0.5,1.1,2.3,3.8,"PG",22,"MIN",78,7,"44578","44682","4.0",".377","0.3","0.9",".288","44593","44564",".404",".411","0.5","0.8",".610","0.3","44774","44563","44653","1.0","0.5","44562","44622","44776"
"234","Kyle Anderson","313","SAS",2151704,14,"Kyle Anderson\anderky01","SF",23,"SAS",72,14,14.2,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,0.462,0.481,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,"SF",23,"SAS",72,14,"44606","44621","44806",".445","0.2","0.6",".375","44562","44622",".462",".481","0.6","0.8",".789","0.5","44653","44806","44621","0.7","0.4","0.5","0.9","44654"
"235","Kyle Korver","159","CLE",7e+06,248,"Kyle Korver\korveky01","SG",35,"TOT",67,22,26.2,3.6,7.7,0.464,2.4,5.4,0.451,1.1,2.3,0.494,0.621,0.6,0.6,0.905,0.1,2.7,2.8,1.6,0.5,0.3,1,1.6,10.1,"SG",35,"TOT",67,22,"44618","44715","44749",".464","44653","44656",".451","44562","44622",".494",".621","0.6","0.6",".905","0.1","44744","44775","44713","0.5","0.3","1.0","44713","44571"
"236","Kyle Lowry","6","TOR",28703704,274,"Kyle Lowry\lowryky01","PG",30,"TOR",60,60,37.4,7.1,15.3,0.464,3.2,7.8,0.412,3.9,7.5,0.518,0.569,5,6.1,0.819,0.8,4,4.8,7,1.5,0.3,2.9,2.8,22.4,"PG",30,"TOR",60,60,"37.4","44568","44635",".464","44595","44780",".412","44807","44688",".518",".569","5.0","44567",".819","0.8","4.0","44777","7.0","44682","0.3","44806","44775","44673"
"237","Kyle O'Quinn","224","NYK",4087500,336,"Kyle Quinn\oquinky01","C",26,"NYK",79,8,15.6,2.7,5.2,0.521,0,0.2,0.118,2.7,5,0.538,0.523,0.8,1.1,0.771,2,3.6,5.6,1.5,0.5,1.3,1,2.2,6.3,"C",26,"NYK",79,8,"44727","44744","44597",".521","0.0","0.2",".118","44744","5.0",".538",".523","0.8","44562",".771","2.0","44715","44717","44682","0.5","44621","1.0","44594","44626"
"238","Kyle Singler","209","OKC",4666500,405,"Kyle Singler\singlky01","SF",28,"OKC",32,2,12,1.1,2.6,0.41,0.2,1.2,0.189,0.8,1.4,0.587,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,"SF",28,"OKC",32,2,"12.0","44562","44714",".410","0.2","44593",".189","0.8","44652",".587",".452","0.4","0.5",".765","0.3","44621","44682","0.3","0.2","0.2","0.3","0.9","44775"
"239","Kyrie Irving","48","BOS",18868625,216,"Kyrie Irving\irvinky01","PG",24,"CLE",72,72,35.1,9.3,19.7,0.473,2.5,6.1,0.401,6.9,13.6,0.505,0.535,4.1,4.6,0.905,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,"PG",24,"CLE",72,72,"35.1","44629","44761",".473","44683","44567",".401","44810","44725",".505",".535","44565","44716",".905","0.7","44683","44595","44778","44593","0.3","44683","44594","44617"
"240","LaMarcus Aldridge","36","SAS",21461010,7,"LaMarcus Aldridge\aldrila01","PF",31,"SAS",72,72,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,"PF",31,"SAS",72,72,"32.4","44810","44726",".477","0.3","0.8",".411","44718","44786",".480",".488","44564","44776",".812","44653","44808","44627","44805","0.6","44593","44652","44594","44637"
"241","Lance Stephenson","222","IND",4180000,414,"Lance Stephenson\stephla01","SG",26,"TOT",18,0,20.1,3,6.7,0.45,0.3,1.1,0.3,2.7,5.6,0.48,0.475,0.4,0.7,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,1.8,6.8,"SG",26,"TOT",18,0,"44581","3.0","44748",".450","0.3","44562",".300","44744","44717",".480",".475","0.4","0.7",".615","0.2","44744","44806","44623","0.3","0.2","44652","44774","44779"
"242","Lance Thomas","165","NYK",6655325,426,"Lance Thomas\thomala01","PF",28,"NYK",46,15,21,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6,"PF",28,"NYK",46,15,"21.0","44563","44625",".398","0.8","44774",".447","44621","44684",".371",".475","0.9","44562",".843","0.7","44653","44564","0.8","0.5","0.1","0.5","44774","6.0"
"243","Langston Galloway","164","DET",6666667,144,"Langston Galloway\gallola01","PG",25,"TOT",74,2,20.2,2.8,7.4,0.38,1.6,4.2,0.39,1.2,3.2,0.367,0.49,0.7,0.9,0.797,0.4,1.7,2.1,1.3,0.6,0.1,0.6,1.3,7.9,"PG",25,"TOT",74,2,"44612","44775","44658",".380","44713","44596",".390","44593","44595",".367",".490","0.7","0.9",".797","0.4","44743","44563","44621","0.6","0.1","0.6","44621","44811"
"244","Larry Sanders","340","MIL",1865547,392,"Larry Sanders\sandela01","C",28,"CLE",5,0,2.6,0.2,0.8,0.25,0,0,NA,0.2,0.8,0.25,0.25,0.4,0.4,1,0.6,0.2,0.8,0,0.2,0.2,0.4,1,0.8,"C",28,"CLE",5,0,"44714","0.2","0.8",".250","0.0","0.0",NA,"0.2","0.8",".250",".250","0.4","0.4","1000","0.6","0.2","0.8","0.0","0.2","0.2","0.4","1.0","0.8"
"245","Leandro Barbosa","489","PHO",5e+05,26,"Leandro Barbosa\barbole01","SG",34,"PHO",67,0,14.4,2.6,5.9,0.439,0.5,1.5,0.357,2,4.4,0.466,0.483,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,"SG",34,"PHO",67,0,"44665","44714","44809",".439","0.5","44682",".357","2.0","44655",".466",".483","0.6","0.7",".889","0.2","44621","44713","44593","0.5","0.1","0.7","44593","44626"
"246","LeBron James","2","CLE",33285709,221,"LeBron James\jamesle01","SF",32,"CLE",74,74,37.8,9.9,18.2,0.548,1.7,4.6,0.363,8.3,13.5,0.611,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,"SF",32,"CLE",74,74,"37.8","44813","44610",".548","44743","44716",".363","44628","44694",".611",".594","44777","44599",".674","44621","44627","44720","44750","44593","0.6","44565","44774","44677"
"247","Lou Williams","158","LAC",7e+06,467,"Lou Williams\willilo02","SG",30,"TOT",81,1,24.6,5.3,12.3,0.429,2,5.5,0.365,3.3,6.8,0.48,0.511,5,5.6,0.88,0.3,2.2,2.5,3,1,0.2,2,1.1,17.5,"SG",30,"TOT",81,1,"44736","44625","44632",".429","2.0","44686",".365","44623","44779",".480",".511","5.0","44717",".880","0.3","44594","44683","3.0","1.0","0.2","2.0","44562","44698"
"248","Luc Mbah a Moute","320","HOU",2116955,285,"Luc Mbah a Moute\mbahalu01","SF",30,"LAC",80,76,22.3,2.4,4.7,0.505,0.5,1.4,0.391,1.9,3.4,0.552,0.562,0.7,1.1,0.678,0.6,1.6,2.1,0.5,1,0.4,0.6,1.5,6.1,"SF",30,"LAC",80,76,"44642","44653","44746",".505","0.5","44652",".391","44805","44654",".552",".562","0.7","44562",".678","0.6","44713","44563","0.5","1.0","0.4","0.6","44682","44567"
"249","Lucas Nogueira","262","TOR",2947305,330,"Lucas Nogueira\noguelu01","C",24,"TOR",57,6,19.1,1.8,2.7,0.66,0.1,0.2,0.25,1.8,2.5,0.694,0.67,0.8,1.2,0.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,"C",24,"TOR",57,6,"44580","44774","44744",".660","0.1","0.2",".250","44774","44683",".694",".670","0.8","44593",".657","44652","44775","44624","0.7","0.9","44713","0.8","44653","44655"
"250","Luke Babbitt","334","MIA",1974159,23,"Luke Babbitt\babbilu01","SF",27,"MIA",68,55,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,"SF",27,"MIA",68,55,"44757","44743","44565",".402","44621","44564",".414","0.4","1.0",".366",".557","0.2","0.2",".733","0.2","44805","44563","0.5","0.3","0.2","0.4","44743","44777"
"251","Luol Deng","56","LAL",17190000,107,"Luol Deng\denglu01","SF",31,"LAL",56,49,26.5,2.9,7.6,0.387,0.9,2.9,0.309,2,4.6,0.436,0.447,0.8,1.1,0.73,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,"SF",31,"LAL",56,49,"44707","44806","44719",".387","0.9","44806",".309","2.0","44716",".436",".447","0.8","44562",".730","44562","44565","44625","44621","0.9","0.4","0.8","44562","44719"
"252","Malachi Richardson","377","TOR",1504560,376,"Malachi Richardson\richama01","SG",21,"SAC",22,0,9,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6,"SG",21,"SAC",22,0,"9.0","44621","44564",".412","0.4","44621",".286","0.9","44774",".500",".471","0.7","0.9",".789","0.1","0.9","1.0","0.5","0.2","0.0","0.4","1.0","44715"
"253","Malcolm Brogdon","423","MIL",1312611,57,"Malcolm Brogdon\brogdma01","SG",24,"MIL",75,28,26.4,3.9,8.5,0.457,1,2.6,0.404,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,"SG",24,"MIL",75,28,"44677","44807","44689",".457","1.0","44714",".404","44775","44809",".480",".518","44682","44743",".865","0.6","44594","44775","44596","44562","0.2","44682","44805","44602"
"254","Malcolm Delaney","280","ATL",2500000,105,"Malcolm Delaney\delanma01","PG",27,"ATL",73,2,17.1,2,5.3,0.374,0.4,1.5,0.236,1.6,3.8,0.428,0.407,1,1.3,0.806,0.1,1.5,1.7,2.6,0.5,0,1.3,1.5,5.4,"PG",27,"ATL",73,2,"44578","2.0","44625",".374","0.4","44682",".236","44713","44776",".428",".407","1.0","44621",".806","0.1","44682","44743","44714","0.5","0.0","44621","44682","44656"
"255","Malik Beasley","351","DEN",1700640,37,"Malik Beasley\beaslma01","SG",20,"DEN",22,1,7.5,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2,0.533,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0,0.4,0.5,3.8,"SG",20,"DEN",22,1,"44688","44682","44623",".452","0.4","44621",".321","44562","2.0",".533",".514","0.4","0.5",".800","0.2","0.5","0.8","0.5","0.3","0.0","0.4","0.5","44776"
"256","Marc Gasol","28","MEM",22642350,146,"Marc Gasol\gasolma01","C",32,"MEM",74,74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,5.8,12.1,0.48,0.503,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,"C",32,"MEM",74,74,"34.2","44599","44757",".459","44652","44715",".388","44778","44573",".480",".503","44776","44685",".837","0.8","44686","44626","44716","0.9","44621","44594","44622","44700"
"257","Marcin Gortat","94","WAS",12782609,160,"Marcin Gortat\gortama01","C",32,"WAS",82,82,31.2,4.8,8.2,0.579,0,0,0,4.8,8.2,0.58,0.579,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6,10.8,"C",32,"WAS",82,82,"31.2","44777","44600",".579","0.0","0.0",".000","44777","44600",".580",".579","44621","44805",".648","44806","44688","44661","44682","0.5","0.7","44682","44714","44783"
"258","Marco Belinelli","481","PHI",776217,39,"Marco Belinelli\belinma01","SG",30,"CHO",74,0,24,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,0.488,0.512,2,2.3,0.893,0.2,2.2,2.4,2,0.6,0.1,0.9,1.2,10.5,"SG",30,"CHO",74,0,"24.0","44715","44628",".429","44652","44776",".360","44594","44685",".488",".512","2.0","44622",".893","0.2","44594","44653","2.0","0.6","0.1","0.9","44593","44691"
"259","Marco Belinelli","167","ATL",6306060,39,"Marco Belinelli\belinma01","SG",30,"CHO",74,0,24,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,0.488,0.512,2,2.3,0.893,0.2,2.2,2.4,2,0.6,0.1,0.9,1.2,10.5,"SG",30,"CHO",74,0,"24.0","44715","44628",".429","44652","44776",".360","44594","44685",".488",".512","2.0","44622",".893","0.2","44594","44653","2.0","0.6","0.1","0.9","44593","44691"
"260","Marcus Georges-Hunt","422","MIN",1312611,152,"Marcus Georges-Hunt\georgma01","SG",22,"ORL",5,0,9.6,0.4,1.4,0.286,0.2,0.4,0.5,0.2,1,0.2,0.357,1.8,2,0.9,0.2,1.6,1.8,0.6,0.2,0,0.4,1,2.8,"SG",22,"ORL",5,0,"44721","0.4","44652",".286","0.2","0.4",".500","0.2","1.0",".200",".357","44774","2.0",".900","0.2","44713","44774","0.6","0.2","0.0","0.4","1.0","44775"
"261","Marcus Morris","200","BOS",5e+06,310,"Marcus Morris\morrima03","SF",27,"DET",79,79,32.5,5.3,12.7,0.418,1.5,4.5,0.331,3.8,8.2,0.466,0.477,1.8,2.3,0.784,1,3.7,4.6,2,0.7,0.3,1.1,2.1,14,"SF",27,"DET",79,79,"32.5","44625","44754",".418","44682","44685",".331","44776","44600",".466",".477","44774","44622",".784","1.0","44745","44716","2.0","0.7","0.3","44562","44563","14.0"
"262","Marcus Smart","212","BOS",4538020,406,"Marcus Smart\smartma01","SG",22,"BOS",79,24,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.2,5.3,0.42,0.422,2.6,3.2,0.812,1,2.9,3.9,4.6,1.6,0.4,2,2.4,10.6,"SG",22,"BOS",79,24,"44681","44654","44690",".359","44593","44596",".283","44594","44625",".420",".422","44714","44595",".812","1.0","44806","44807","44716","44713","0.4","2.0","44653","44722"
"263","Marcus Thornton","566","CLE",46080,430,"Marcus Thornton\thornma01","SG",29,"WAS",33,1,17.4,2.5,6.4,0.4,0.8,2.4,0.35,1.7,3.9,0.431,0.467,0.7,0.8,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,"SG",29,"WAS",33,1,"44668","44683","44657",".400","0.8","44653",".350","44743","44807",".431",".467","0.7","0.8",".852","0.7","44713","44622","44593","0.6","0.1","0.8","44682","44718"
"264","Mario Hezonja","225","ORL",4078320,191,"Mario Hezonja\hezonma01","SF",21,"ORL",65,2,14.8,1.8,5.1,0.355,0.7,2.2,0.299,1.1,2.9,0.398,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1,0.5,0.2,0.9,1.1,4.9,"SF",21,"ORL",65,2,"44787","44774","44566",".355","0.7","44594",".299","44562","44806",".398",".420","0.6","0.8",".800","0.3","44805","44594","1.0","0.5","0.2","0.9","44562","44808"
"265","Markieff Morris","141","WAS",8e+06,311,"Markieff Morris\morrima02","PF",27,"WAS",76,76,31.2,5.3,11.7,0.457,0.9,2.6,0.362,4.4,9.1,0.483,0.497,2.4,2.8,0.837,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14,"PF",27,"WAS",76,76,"31.2","44625","44753",".457","0.9","44714",".362","44655","44570",".483",".497","44653","44775",".837","44652","44566","44687","44743","44562","0.6","44743","44623","14.0"
"266","Marquese Chriss","255","PHO",3073800,79,"Marquese Chriss\chrisma01","PF",19,"PHO",82,75,21.3,3.5,7.7,0.449,0.9,2.7,0.321,2.6,5,0.52,0.506,1.4,2.2,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,"PF",19,"PHO",82,75,"44641","44684","44749",".449","0.9","44744",".321","44714","5.0",".520",".506","44652","44594",".624","44593","44564","44596","0.7","0.8","0.9","44621","44595","44601"
"267","Marreese Speights","317","ORL",2116955,411,"Marreese Speights\speigma01","C",29,"LAC",82,2,15.7,3,6.7,0.445,1.3,3.4,0.372,1.7,3.3,0.52,0.539,1.5,1.7,0.876,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,"C",29,"LAC",82,2,"44757","3.0","44748",".445","44621","44654",".372","44743","44623",".520",".539","44682","44743",".876","44562","44684","44685","0.8","0.3","0.5","0.8","44775","44750"
"268","Marshall Plumlee","514","NYK",1e+05,357,"Marshall Plumlee\plumlma02","C",24,"NYK",21,1,8.1,0.8,1.4,0.533,0,0,NA,0.8,1.4,0.533,0.533,0.4,0.9,0.421,1.1,1.3,2.4,0.5,0.2,0.2,0.6,1.1,1.9,"C",24,"NYK",21,1,"44569","0.8","44652",".533","0.0","0.0",NA,"0.8","44652",".533",".533","0.4","0.9",".421","44562","44621","44653","0.5","0.2","0.2","0.6","44562","44805"
"269","Marvin Williams","89","CHO",13168750,468,"Marvin Williams\willima02","PF",30,"CHO",76,76,30.2,3.9,9.3,0.422,1.6,4.7,0.35,2.3,4.6,0.494,0.51,1.7,2,0.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2,"PF",30,"CHO",76,76,"30.2","44807","44629",".422","44713","44746",".350","44622","44716",".494",".510","44743","2.0",".873","44593","44656","44718","44652","0.8","0.7","0.8","44774","44603"
"270","Mason Plumlee","83","DEN",14041096,358,"Mason Plumlee\plumlma01","C",26,"TOT",81,64,26.5,4.1,7.7,0.536,0,0.1,0,4.1,7.6,0.541,0.536,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4,"C",26,"TOT",81,64,"44707","44565","44749",".536","0.0","0.1",".000","44565","44719",".541",".536","44563","44745",".580","44563","44656","44688","44684","0.9","44562","44743","44775","44661"
"271","Matt Barnes","315","SAC",2133542,29,"Matt Barnes\barnema02","SF",36,"TOT",74,18,24,2.5,6.4,0.391,1.2,3.6,0.331,1.3,2.8,0.467,0.483,0.9,1.2,0.787,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1,"SF",36,"TOT",74,18,"24.0","44683","44657",".391","44593","44715",".331","44621","44775",".467",".483","0.9","44593",".787","0.9","44596","44597","44714","0.6","0.4","44652","44683","44568"
"272","Matthew Dellavedova","129","MIL",9607500,106,"Matthew Dellavedova\dellama01","PG",26,"MIL",76,54,26.1,2.7,7,0.39,1,2.8,0.367,1.7,4.2,0.404,0.463,1.1,1.3,0.854,0.3,1.6,1.9,4.7,0.7,0,1.8,2,7.6,"PG",26,"MIL",76,54,"44587","44744","7.0",".390","1.0","44775",".367","44743","44596",".404",".463","44562","44621",".854","0.3","44713","44805","44746","0.7","0.0","44774","2.0","44719"
"273","Maurice Harkless","122","POR",10162922,174,"Maurice Harkless\harklma01","SF",23,"POR",77,69,28.9,4.1,8.1,0.503,0.9,2.5,0.351,3.2,5.6,0.572,0.558,1,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10,"SF",23,"POR",77,69,"44832","44565","44569",".503","0.9","44683",".351","44595","44717",".572",".558","1.0","44713",".621","44713","44775","44655","44562","44562","0.9","44562","44775","10.0"
"274","Meyers Leonard","126","POR",9904495,262,"Meyers Leonard\leoname01","PF",24,"POR",74,12,16.5,2,5.1,0.386,1,2.9,0.347,1,2.2,0.436,0.484,0.5,0.5,0.875,0.4,2.8,3.2,1,0.2,0.4,0.5,2.3,5.4,"PF",24,"POR",74,12,"44697","2.0","44566",".386","1.0","44806",".347","1.0","44594",".436",".484","0.5","0.5",".875","0.4","44775","44595","1.0","0.2","0.4","0.5","44622","44656"
"275","Michael Beasley","318","NYK",2116955,38,"Michael Beasley\beaslmi01","PF",28,"MIL",56,6,16.7,3.9,7.3,0.532,0.3,0.8,0.419,3.5,6.5,0.545,0.554,1.4,1.9,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,"PF",28,"MIL",56,6,"44758","44807","44627",".532","0.3","0.8",".419","44684","44687",".545",".554","44652","44805",".743","0.7","44744","44654","0.9","0.5","0.5","44593","44713","44660"
"276","Michael Carter-Williams","270","CHO",2700000,74,"Michael Carter-Williams\cartemi01","PG",25,"CHI",45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.234,2.2,5.4,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,"PG",25,"CHI",45,19,"44791","44683","44779",".366","0.3","44652",".234","44594","44656",".401",".391","44621","44743",".753","0.5","44806","44654","44683","0.8","0.5","44682","44622","44718"
"277","Michael Gbinije","491","DET",5e+05,149,"Michael Gbinije\gbinimi01","SG",24,"DET",9,0,3.6,0.1,1.1,0.1,0,0.4,0,0.1,0.7,0.167,0.1,0.2,0.2,1,0.2,0.1,0.3,0.2,0,0,0,0.2,0.4,"SG",24,"DET",9,0,"44715","0.1","44562",".100","0.0","0.4",".000","0.1","0.7",".167",".100","0.2","0.2","1000","0.2","0.1","0.3","0.2","0.0","0.0","0.0","0.2","0.4"
"278","Michael Kidd-Gilchrist","91","CHO",1.3e+07,245,"Michael Kidd-Gilchrist\kiddgmi01","SF",23,"CHO",81,81,29,3.6,7.6,0.477,0,0.1,0.111,3.6,7.5,0.483,0.478,1.9,2.4,0.784,1.9,5,7,1.4,1,1,0.7,2.3,9.2,"SF",23,"CHO",81,81,"29.0","44715","44719",".477","0.0","0.1",".111","44715","44688",".483",".478","44805","44653",".784","44805","5.0","7.0","44652","1.0","1.0","0.7","44622","44601"
"279","Mike Conley","8","MEM",28530608,87,"Mike Conley\conlemi01","PG",29,"MEM",69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3,3.5,6.3,1.3,0.3,2.3,1.8,20.5,"PG",29,"MEM",69,68,"33.2","44748","44726",".460","44683","44567",".408","44596","44720",".497",".545","44716","44625",".859","0.4","3.0","44684","44626","44621","0.3","44622","44774","44701"
"280","Mike Dunleavy","352","ATL",1662500,117,"Mike Dunleavy\dunlemi02","SF",36,"TOT",53,2,15.9,1.8,4.2,0.423,1,2.5,0.396,0.8,1.6,0.465,0.543,0.7,0.8,0.8,0.3,1.8,2.2,0.9,0.3,0.1,0.5,1.3,5.2,"SF",36,"TOT",53,2,"44819","44774","44596",".423","1.0","44683",".396","0.8","44713",".465",".543","0.7","0.8",".800","0.3","44774","44594","0.9","0.3","0.1","0.5","44621","44597"
